HUB ID,Location,Name,Sitewide?,Affected item,Additional Elements,Component,Description of item/issue,WCAG Guideline,Affected Users,Recommended Fix,Priority,Issue Resolved Date,Category,Category ID,Common Issue ID,Allyant Status,Client Status,Client Sprint,Client Release,Client Assignee,Client Source ID,Ready for QA,High Risk,Last Comment,Last Comment Timestamp,Last Comment Email,Created Session,Last Updated Session,Last Screenshot Link,All Screenshots,Issue Link,Related Knowledge Base Articles
295,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"","""CC"" fields > ""Add"" and ""Remove"" buttons","",Roles,Elements that function as buttons must be marked up as such so that screen reader users will identify them as actionable and they will be usable by keyboard users.,"2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Preferably, buttons should be marked up as semantic HTML `<button>` elements.

Less preferably, ensure that custom button elements include `role=""button”` and `tabindex=“0”`, and have the appropriate scripting in place so that the element can be selected by keyboard users using the `Enter` key and `Space` key, and by mouse click.",Critical,,Buttons,98,84,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007475,https://hub.accessible360.com/screenshots/2007475,https://hub.accessible360.com/issues/703009/edit,"https://hub.accessible360.com/kb/articles/127, https://hub.accessible360.com/kb/articles/59, https://hub.accessible360.com/kb/articles/1368"
296,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"",Tabs,"",Tabs,This component was audited previously.,"1.3.1 (WCAG 2.0 A), 1.4.11 (WCAG 2.1 AA), 2.1.1 (WCAG 2.0 A), 2.4.7 (WCAG 2.0 AA), 4.1.2 (WCAG 2.0 A)","Cognitive,Motor / Dexterity,Visual","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Tabs (Tabs)](/project_components/66370) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007478,https://hub.accessible360.com/screenshots/2007478,https://hub.accessible360.com/issues/703011/edit,https://hub.accessible360.com/kb/articles/1186
297,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"","""Documents"" tab > image before ""Drag and drop [...]""","",,Images that lack alt attributes make it impossible for screen reader users to know what the image depicts. ,1.1.1 (WCAG 2.0 A),Visual,"Ensure each image has an `alt` attribute. The content of the alt attribute depends on the image type.

If an image is **informative** (i.e. provides information not conveyed in other ways), add an `alt` attribute to the image which conveys the information provided by it.
If an image is **decorative** (i.e. does not contribute any meaningful information), give the image an empty `alt` attribute (`alt=“”`).

For more advice on determining which images are decorative or informative, visit our Knowledge Base Article: [The Art of Alt Attributes](https://hub.accessible360.com/kb/articles/472).",Critical,,Images,1,2,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007481,https://hub.accessible360.com/screenshots/2007481,https://hub.accessible360.com/issues/703012/edit,"https://hub.accessible360.com/kb/articles/32, https://hub.accessible360.com/kb/articles/472, https://hub.accessible360.com/kb/articles/1357"
298,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"","""Saved""","",Status/Alert Banner,Text that functions as a heading should be marked up as such.,"1.3.1 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA)","Cognitive,Visual","Mark this text up as a heading.

Headings provide structure for screen reader users. When marking text up as a heading, verify that the page maintains a logical outline structure. For example; 

- Each page needs a single `<h1>` heading that describes the main purpose of the page.
- An `<h2>` should head each major section of the page.
- Subsequent heading levels (`<h3>` through `<h6>`) should be related to a parent `<h2>` and should not skip heading levels.",Serious,,Headings,106,15,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007483,https://hub.accessible360.com/screenshots/2007483,https://hub.accessible360.com/issues/703013/edit,"https://hub.accessible360.com/kb/articles/63, https://hub.accessible360.com/kb/articles/1313"
299,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"",Close button,"",Status/Alert Banner,Elements that function as buttons must be marked up as such so that screen reader users will identify them as actionable and they will be usable by keyboard users.,"2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Preferably, buttons should be marked up as semantic HTML `<button>` elements.

Less preferably, ensure that custom button elements include `role=""button”` and `tabindex=“0”`, and have the appropriate scripting in place so that the element can be selected by keyboard users using the `Enter` key and `Space` key, and by mouse click.",Critical,,Buttons,98,84,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007484,https://hub.accessible360.com/screenshots/2007484,https://hub.accessible360.com/issues/703014/edit,"https://hub.accessible360.com/kb/articles/127, https://hub.accessible360.com/kb/articles/59, https://hub.accessible360.com/kb/articles/1368"
300,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"",Status message,"",Status/Alert Banner,"When a status message is present, it must be indicated to screen reader users. ",4.1.3 (WCAG 2.1 AA),Visual,"Place a `role=""status""` attribute on the element which will be used to contain the status message. Ensure that this role is on this container element when the page loads. Elements with `role=“status”` will announce any changes inside them when the screen reader is idle.
",Serious,,Alerts,96,613,Open,Open,,,,,"","",,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007485,https://hub.accessible360.com/screenshots/2007485,https://hub.accessible360.com/issues/703015/edit,""
301,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"",Close button,"",Status/Alert Banner,Buttons must have sufficient labels for all users.,4.1.2 (WCAG 2.0 A),Visual,"Add screen reader only text or an `aria-label` attribute to each button which tells users where it goes and/or what it does. Please note that the `title` attribute is not sufficient for button labeling.

For example: ""Close""",Serious,,Buttons,98,11,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007487,https://hub.accessible360.com/screenshots/2007487,https://hub.accessible360.com/issues/703017/edit,"https://hub.accessible360.com/kb/articles/59, https://hub.accessible360.com/kb/articles/1178"
302,https://app-us3.e-builder.net/da2/Forms/CreateForm.aspx?FormTypeID={FBFCEF40-EC4C-4865-9D89-8F50DB3E26EF}&PortalID=a924a012-5dcc-45a4-a5de-19818b3aefce&AttachToFormID=&EntityID=a924a012-5dcc-45a4-a5de-19818b3aefce&EntityType=22,Create Submittal Form,"",Status region,"",Status/Alert Banner,"Some regions require additional ARIA markup to assist screen reader users in understanding what a section is for, and where it begins and ends.",1.3.1 (WCAG 2.0 A),Visual,"Add a `role=""region""` and `aria-label=""status message""` to the element wrapping this content.",Serious,,Landmarks,107,79,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2007488,https://hub.accessible360.com/screenshots/2007488,https://hub.accessible360.com/issues/703018/edit,"https://hub.accessible360.com/kb/articles/133, https://hub.accessible360.com/kb/articles/1001"
303,https://app-us3.e-builder.net/da2/Projects/ProjectDetails.aspx?PortalID=%7ba924a012-5dcc-45a4-a5de-19818b3aefce%7d,Form Tab after Posting the Form ,"",Form table,"",Forms,This component was audited previously.,"1.3.1 (WCAG 2.0 A), 3.3.2 (WCAG 2.0 A)","Visual,Cognitive,Motor / Dexterity","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Forms (Table)](/project_components/66454) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Serious,,Reference,59,320,Open,Open,,,,,"","",,,,Audit Session,Audit Session,,"",https://hub.accessible360.com/issues/703020/edit,https://hub.accessible360.com/kb/articles/1186
1002,https://app-us3.e-builder.net/da2/Processes/AttachProcesses.aspx?QS=Y/ql/87UJEkSskixG83JyaCTTI2O/y00ZPvhFGwoNFljXy0ADje/kNcectpVVmJ3cLold8uRoTukmR02nFqOGwrHudKKGbqgMWQ/xm5tn3v3mSck3zsfvngpWJNmAOFlG5acf9ogxiME0U4kqnbz4WXicqo+ORf7dDphC6bHLZzCzGagoTJEeuWuKsFCTbxRv1c3BQULjDNntxKFle1a9r1yr92Br/yS94d3N4GEQI0CTE9YiWUamcn0NbchcT/v,Processes Tab | Attach,"",Open and Finished,"",,Radio button sets must have fieldsets and legends.,"1.3.1 (WCAG 2.0 A), 3.3.2 (WCAG 2.0 A)",Visual,"Wrap each radio button set in a fieldset and wrap the text labeling each set of radio buttons in a `<legend>` tag. Ensure that the `<legend>` tag is the first child of the `<fieldset>` that it labels.

If this radio button set has been [created using custom elements](https://hub.accessible360.com/kb/articles/525#heading-checkboxes-and-radio-buttons-with-custom-elements) and ARIA, it will be necessary to use `role=""radiogroup""` and `aria-label`/`aria-labelledby` attributes instead.",Serious,,Forms,105,49,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2017856,https://hub.accessible360.com/screenshots/2017856,https://hub.accessible360.com/issues/707220/edit,https://hub.accessible360.com/kb/articles/117
1003,https://app-us3.e-builder.net/da2/Processes/AttachProcesses.aspx?QS=Y/ql/87UJEkSskixG83JyaCTTI2O/y00ZPvhFGwoNFljXy0ADje/kNcectpVVmJ3cLold8uRoTukmR02nFqOGwrHudKKGbqgMWQ/xm5tn3v3mSck3zsfvngpWJNmAOFlG5acf9ogxiME0U4kqnbz4WXicqo+ORf7dDphC6bHLZzCzGagoTJEeuWuKsFCTbxRv1c3BQULjDNntxKFle1a9r1yr92Br/yS94d3N4GEQI0CTE9YiWUamcn0NbchcT/v,Processes Tab | Attach,"","""Containing text"" form field","""Types of process"" dropdown",,All form fields must be properly labeled.,3.3.2 (WCAG 2.0 A),"Cognitive,Motor / Dexterity,Visual","Ensure all form fields have a visible label (typically via a `<label>` tag) which is properly associated with its field (via the `for` attribute, which takes the value of the `id` from the form field).",Serious,,Forms,105,10,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2017857,https://hub.accessible360.com/screenshots/2017857,https://hub.accessible360.com/issues/707221/edit,"https://hub.accessible360.com/kb/articles/48, https://hub.accessible360.com/kb/articles/1093"
1004,https://app-us3.e-builder.net/da2/Processes/AttachProcesses.aspx?QS=Y/ql/87UJEkSskixG83JyaCTTI2O/y00ZPvhFGwoNFljXy0ADje/kNcectpVVmJ3cLold8uRoTukmR02nFqOGwrHudKKGbqgMWQ/xm5tn3v3mSck3zsfvngpWJNmAOFlG5acf9ogxiME0U4kqnbz4WXicqo+ORf7dDphC6bHLZzCzGagoTJEeuWuKsFCTbxRv1c3BQULjDNntxKFle1a9r1yr92Br/yS94d3N4GEQI0CTE9YiWUamcn0NbchcT/v,Processes Tab | Attach,"",Action buttons,"",,Focus indicators for actionable elements must be present and meet contrast requirements.,"1.4.11 (WCAG 2.1 AA), 2.4.7 (WCAG 2.0 AA)","Cognitive,Motor / Dexterity,Visual","A focus indicator must always be visible and have at least 3:1 contrast.

It is best to intentionally style the focus indicator for all links, buttons, fields, etc. We encourage you to change the shape somehow (add a border, box, underline, etc.) as well as choose a color that has sufficient contrast with either the background of the page (if placed outside of the element) or the element itself (if placed inside of the element).

",Critical,,Focus,2,1037,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/2017858,https://hub.accessible360.com/screenshots/2017858,https://hub.accessible360.com/issues/707222/edit,"https://hub.accessible360.com/kb/articles/44, https://hub.accessible360.com/kb/articles/863, https://hub.accessible360.com/kb/articles/1360"
1005,https://app-us3.e-builder.net/da2/Processes/AttachProcesses.aspx?QS=Y/ql/87UJEkSskixG83JyaCTTI2O/y00ZPvhFGwoNFljXy0ADje/kNcectpVVmJ3cLold8uRoTukmR02nFqOGwrHudKKGbqgMWQ/xm5tn3v3mSck3zsfvngpWJNmAOFlG5acf9ogxiME0U4kqnbz4WXicqo+ORf7dDphC6bHLZzCzGagoTJEeuWuKsFCTbxRv1c3BQULjDNntxKFle1a9r1yr92Br/yS94d3N4GEQI0CTE9YiWUamcn0NbchcT/v,Processes Tab | Attach,"","""All processes"" table","",Processes,This component was audited previously.,"1.1.1 (WCAG 2.0 A), 1.3.1 (WCAG 2.0 A), 2.1.1 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA), 3.3.2 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Visual,Motor / Dexterity","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Processes (Table)](/project_components/66539) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,"",Yes,,,,Audit Session,Audit Session,,"",https://hub.accessible360.com/issues/707224/edit,https://hub.accessible360.com/kb/articles/1186
